row_id,context_dialect,continuation_dialect,combo,context_text,continuation_text,n_ctx_tokens,n_cont_tokens,avg_nll_cont,log_ppl_cont,ppl_cont
111,AAE,AAE,AAE_AAE,Now dat I left school my attitude is now a good,one n # thank god,12.0,0.0,,,
115,SAE,SAE,SAE_SAE,I love my team,. We ’ re all about making money . Forget that drama .,5.0,0.0,,,
115,AAE,SAE,AAE_SAE,""" I Love My",. We ’ re all about making money . Forget that drama .,5.0,0.0,,,
119,SAE,SAE,SAE_SAE,I need to learn how to control my temper . I ’ m,really a hothead .,14.0,0.0,,,
119,SAE,AAE,SAE_AAE,I need to learn how to control my temper . I ’ m,"Ass Hothead . """,14.0,0.0,,,
135,SAE,SAE,SAE_SAE,You already know I ’ m going to be extremely excited,when I go in there .,12.0,0.0,,,
141,SAE,SAE,SAE_SAE,"I want to let you know how I really feel , but my pride",won ' t let me .,15.0,0.0,,,
141,SAE,AAE,SAE_AAE,"I want to let you know how I really feel , but my pride",Won ' t Let Me .,15.0,0.0,,,
142,SAE,SAE,SAE_SAE,""" : There ’ s","a price on your head ; I ’ ll leave you lying where you stand ! """,6.0,0.0,,,
142,SAE,AAE,SAE_AAE,""" : There ’ s","On yo Head , Leave you laying where ya stand ! """,6.0,0.0,,,
142,AAE,SAE,AAE_SAE,""" : Price Tag","a price on your head ; I ’ ll leave you lying where you stand ! """,5.0,0.0,,,
142,AAE,AAE,AAE_AAE,""" : Price Tag","On yo Head , Leave you laying where ya stand ! """,5.0,0.0,,,
143,SAE,SAE,SAE_SAE,: When I tell you I,"love you , I truly mean it !",7.0,0.0,,,
143,SAE,AAE,SAE_AAE,: When I tell you I,Love You That Shit Be True To Me !,7.0,0.0,,,
143,AAE,SAE,AAE_SAE,: When I Tell You I,"love you , I truly mean it !",7.0,0.0,,,
143,AAE,AAE,AAE_AAE,: When I Tell You I,Love You That Shit Be True To Me !,7.0,0.0,,,
152,SAE,SAE,SAE_SAE,"I mess with Alley Lano , man . East Baltimore , Latrobe",. But that ' s not all of our projects though .,17.0,0.0,,,
152,SAE,AAE,SAE_AAE,"I mess with Alley Lano , man . East Baltimore , Latrobe",Latrobe Dat Aint All Our Projects Thoe,17.0,0.0,,,
152,AAE,SAE,AAE_SAE,I Phuck Wit Alley Lano Nigga East Baltimore,. But that ' s not all of our projects though .,14.0,0.0,,,
152,AAE,AAE,AAE_AAE,I Phuck Wit Alley Lano Nigga East Baltimore,Latrobe Dat Aint All Our Projects Thoe,14.0,0.0,,,
155,SAE,SAE,SAE_SAE,"Hating isn ’ t going to get you anywhere , but in",a box . Stay low and quiet — mob secrets .,14.0,0.0,,,
155,SAE,AAE,SAE_AAE,"Hating isn ’ t going to get you anywhere , but in",NA Box Stay Lo Shushh Mob Secrets,14.0,0.0,,,
155,AAE,SAE,AAE_SAE,Hatin AintN Gon Get U Now Were But,a box . Stay low and quiet — mob secrets .,13.0,0.0,,,
155,AAE,AAE,AAE_AAE,Hatin AintN Gon Get U Now Were But,NA Box Stay Lo Shushh Mob Secrets,13.0,0.0,,,
161,SAE,SAE,SAE_SAE,because I know I ’ m going,"to be up all night , but in the morning I ’ m going to be really sleepy .",8.0,0.0,,,
161,SAE,AAE,SAE_AAE,because I know I ’ m going,be up all nitw e but inna mornin ima be real sleepy,8.0,0.0,,,
161,AAE,SAE,AAE_SAE,cause I kno iima,"to be up all night , but in the morning I ’ m going to be really sleepy .",7.0,0.0,,,
161,AAE,AAE,AAE_AAE,cause I kno iima,be up all nitw e but inna mornin ima be real sleepy,7.0,0.0,,,
163,SAE,SAE,SAE_SAE,"LOL , I don ' t want her to wear any panties tomorrow when she comes","over , for real .",21.0,0.0,,,
163,SAE,AAE,SAE_AAE,"LOL , I don ' t want her to wear any panties tomorrow when she comes",cum ova onna real,21.0,0.0,,,
163,AAE,SAE,AAE_SAE,LOL ion wnt ha to wea noo panties 2ma wen she,"over , for real .",20.0,0.0,,,
163,AAE,AAE,AAE_AAE,LOL ion wnt ha to wea noo panties 2ma wen she,cum ova onna real,20.0,0.0,,,
173,SAE,AAE,SAE_AAE,Did you see they,him in conf . championship gamer and he made to big catches,5.0,0.0,,,
173,AAE,AAE,AAE_AAE,you see they pot,him in conf . championship gamer and he made to big catches,5.0,0.0,,,
175,SAE,AAE,SAE_AAE,I wonder how many,many males can lay with a female all night and not hit,5.0,0.0,,,
175,AAE,AAE,AAE_AAE,I wonder how,many males can lay with a female all night and not hit,4.0,0.0,,,
176,SAE,SAE,SAE_SAE,You know the sex is good when it always feels like the,first time again .,13.0,0.0,,,
176,SAE,AAE,SAE_AAE,You know the sex is good when it always feels like the,first time again .,13.0,0.0,,,
176,AAE,SAE,AAE_SAE,You know the sex is good when it always feels like the,first time again .,13.0,0.0,,,
176,AAE,AAE,AAE_AAE,You know the sex is good when it always feels like the,first time again .,13.0,0.0,,,
203,SAE,SAE,SAE_SAE,"Damn , I thought",you and I were better than this . I thought you liked me .,6.0,0.0,,,
203,SAE,AAE,SAE_AAE,"Damn , I thought",me and you were better than this I thought u liked me,6.0,0.0,,,
203,AAE,SAE,AAE_SAE,damn I thought,you and I were better than this . I thought you liked me .,5.0,0.0,,,
203,AAE,AAE,AAE_AAE,damn I thought,me and you were better than this I thought u liked me,5.0,0.0,,,
207,AAE,AAE,AAE_AAE,God forgive me for the sins i did and the i will do,in the future,16.0,0.0,,,
210,SAE,SAE,SAE_SAE,My room is not messy ; it is an obstacle,course designed to keep me fit .,13.0,0.0,,,
210,SAE,AAE,SAE_AAE,My room is not messy ; it is an obstacle,"course designed to keep me fit . """,13.0,0.0,,,
210,AAE,SAE,AAE_SAE,""" My room is not messy , it is an obstacle",course designed to keep me fit .,14.0,0.0,,,
210,AAE,AAE,AAE_AAE,""" My room is not messy , it is an obstacle","course designed to keep me fit . """,14.0,0.0,,,
212,SAE,SAE,SAE_SAE,There ’ s nothing like the first time . I ’ m trying to tell,"you , I can blow your mind .",16.0,0.0,,,
212,SAE,AAE,SAE_AAE,There ’ s nothing like the first time . I ’ m trying to tell,u I can blow ya mind,16.0,0.0,,,
212,AAE,SAE,AAE_SAE,It ain ' t nothing like the first time im tryna tell,"you , I can blow your mind .",14.0,0.0,,,
212,AAE,AAE,AAE_AAE,It ain ' t nothing like the first time im tryna tell,u I can blow ya mind,14.0,0.0,,,
213,SAE,SAE,SAE_SAE,"I did you wrong , you did me wrong . I ' ll take",you back if you take me back .,15.0,0.0,,,
213,SAE,AAE,SAE_AAE,"I did you wrong , you did me wrong . I ' ll take",u back u take me back,15.0,0.0,,,
213,AAE,SAE,AAE_SAE,I did u wrong u did me wrong ill take,you back if you take me back .,11.0,0.0,,,
213,AAE,AAE,AAE_AAE,I did u wrong u did me wrong ill take,u back u take me back,11.0,0.0,,,
236,SAE,SAE,SAE_SAE,I met that girl and I,had to spoil her because she is so # loyal .,7.0,0.0,,,
236,SAE,AAE,SAE_AAE,I met that girl and I,to spoil her cause that girl she so # loyal,7.0,0.0,,,
236,AAE,SAE,AAE_SAE,I met that girl I had,had to spoil her because she is so # loyal .,7.0,0.0,,,
236,AAE,AAE,AAE_AAE,I met that girl I had,to spoil her cause that girl she so # loyal,7.0,0.0,,,
237,SAE,AAE,SAE_AAE,It ’ s funny how you ’ re,your mouth but your name doesn ' t cross my mind,10.0,0.0,,,
237,AAE,SAE,AAE_SAE,Its funny how my name always in,"always talking about me , but I never even think about you .",9.0,0.0,,,
237,AAE,AAE,AAE_AAE,Its funny how my name always in,your mouth but your name doesn ' t cross my mind,9.0,0.0,,,
238,SAE,SAE,SAE_SAE,I ’ m really about to blow up,his phone and tell him what ’ s on my mind !,9.0,0.0,,,
238,SAE,AAE,SAE_AAE,I ’ m really about to blow up,up and tell him what ' s on my mind !,9.0,0.0,,,
238,AAE,AAE,AAE_AAE,Really bout to blow this nigga phone,up and tell him what ' s on my mind !,11.0,0.0,,,
248,SAE,SAE,SAE_SAE,Gotti makes some of these,"women look foolish , and they are quick to claim the title .",7.0,0.0,,,
248,SAE,AAE,SAE_AAE,Gotti makes some of these,females look like fools and they be ready to claim the title,7.0,0.0,,,
248,AAE,SAE,AAE_SAE,Gotti make some of these,"women look foolish , and they are quick to claim the title .",7.0,0.0,,,
248,AAE,AAE,AAE_AAE,Gotti make some of these,females look like fools and they be ready to claim the title,7.0,0.0,,,
255,SAE,AAE,SAE_AAE,I have a large,so which one of you hoes gone let me murder yo throat . . .,5.0,0.0,,,
255,AAE,AAE,AAE_AAE,Gotta big dick,so which one of you hoes gone let me murder yo throat . . .,6.0,0.0,,,
278,SAE,SAE,SAE_SAE,How strong is our,bond if all it takes is for you to be gone ?,5.0,0.0,,,
278,SAE,AAE,SAE_AAE,How strong is our,bond if it all it takes is for you to be gone,5.0,0.0,,,
278,AAE,SAE,AAE_SAE,How deep is our,bond if all it takes is for you to be gone ?,5.0,0.0,,,
278,AAE,AAE,AAE_AAE,How deep is our,bond if it all it takes is for you to be gone,5.0,0.0,,,
287,SAE,SAE,SAE_SAE,"Saw , , and some ridiculous texts . I was bored at",4 this morning .,17.0,0.0,,,
291,SAE,SAE,SAE_SAE,I was telling Dee about this,"stuff and I was told not to talk about it anymore , but she said I can trust her .",8.0,0.0,,,
291,SAE,AAE,SAE_AAE,I was telling Dee about this,and iwas told not to tlk about it anymore . . but she sed ikn trust herr .,8.0,0.0,,,
291,AAE,SAE,AAE_SAE,. telling Dee this stuff,"stuff and I was told not to talk about it anymore , but she said I can trust her .",7.0,0.0,,,
291,AAE,AAE,AAE_AAE,. telling Dee this stuff,and iwas told not to tlk about it anymore . . but she sed ikn trust herr .,7.0,0.0,,,
294,SAE,SAE,SAE_SAE,My best friend is coming over to my house tomorrow to get that funky,project out of the way .,17.0,0.0,,,
294,SAE,AAE,SAE_AAE,My best friend is coming over to my house tomorrow to get that funky,tha way . . .,17.0,0.0,,,
301,SAE,SAE,SAE_SAE,"Had me walking for three days in the cold and rain , but I got their ass though .",> > > >,20.0,0.0,,,
301,SAE,AAE,SAE_AAE,"Had me walking for three days in the cold and rain , but I got their ass though .",> > >,20.0,0.0,,,
306,SAE,SAE,SAE_SAE,If it walks like,"a duck and talks like a duck , then it ’ s a duck !",6.0,0.0,,,
307,SAE,SAE,SAE_SAE,The next person to hit,"my stuff is going to get shot , whether it ' s my fault or not .",6.0,0.0,,,
307,AAE,SAE,AAE_SAE,Next Person To Hitt,"my stuff is going to get shot , whether it ' s my fault or not .",6.0,0.0,,,
310,SAE,SAE,SAE_SAE,I ’ m finally,about to go back to school . I have to stay on top of my responsibilities though .,5.0,0.0,,,
310,SAE,AAE,SAE_AAE,I ’ m finally,to go back to school I got to be on my shit doe,5.0,0.0,,,
310,AAE,SAE,AAE_SAE,Im finally bout,about to go back to school . I have to stay on top of my responsibilities though .,4.0,0.0,,,
310,AAE,AAE,AAE_AAE,Im finally bout,to go back to school I got to be on my shit doe,4.0,0.0,,,
311,SAE,SAE,SAE_SAE,"Good morning . School has come back too soon , but I have to get",with the program .,16.0,0.0,,,
311,SAE,AAE,SAE_AAE,"Good morning . School has come back too soon , but I have to get",get with da program,16.0,0.0,,,
311,AAE,SAE,AAE_SAE,Good morning . School have came back to soon but i gt to,with the program .,15.0,0.0,,,
311,AAE,AAE,AAE_AAE,Good morning . School have came back to soon but i gt to,get with da program,15.0,0.0,,,
312,AAE,AAE,AAE_AAE,Im not in a,good mood thos morning i might as well just fkin quit school man,5.0,0.0,,,
316,SAE,AAE,SAE_AAE,"I miss her when she ’ s gone , but when she gets here , she ’",the devil .,18.0,0.0,,,
316,AAE,SAE,AAE_SAE,I be missing her when she gone but when she gets here she is,s the devil .,15.0,0.0,,,
316,AAE,AAE,AAE_AAE,I be missing her when she gone but when she gets here she is,the devil .,15.0,0.0,,,
323,SAE,AAE,SAE_AAE,I was just about to,call you then I was like naaaaw she bout at work,6.0,0.0,,,
323,AAE,AAE,AAE_AAE,I was just finna,call you then I was like naaaaw she bout at work,6.0,0.0,,,
344,AAE,AAE,AAE_AAE,""" : # tbt gone but","never forgotten lol check ya man out tho who dat bro """,8.0,0.0,,,
345,SAE,SAE,SAE_SAE,You know you ’,"re broke when you scrape up change to get yourself something to eat , lol .",5.0,0.0,,,
365,SAE,SAE,SAE_SAE,Sprint needs to get with it,then . Did you get the message about the banquet ?,8.0,0.0,,,
365,SAE,AAE,SAE_AAE,Sprint needs to get with it,then . U got the message bout the banquet ?,8.0,0.0,,,
365,AAE,SAE,AAE_SAE,Sprint need to get wit it,then . Did you get the message about the banquet ?,8.0,0.0,,,
365,AAE,AAE,AAE_AAE,Sprint need to get wit it,then . U got the message bout the banquet ?,8.0,0.0,,,
386,SAE,SAE,SAE_SAE,Is anyone going to come with me to,see Texas Chainsaw Massacre ?,9.0,0.0,,,
386,SAE,AAE,SAE_AAE,Is anyone going to come with me to,Massacre with me ? ? ? ?,9.0,0.0,,,
387,AAE,SAE,AAE_SAE,""" : I Hope It Dont Be NO Fight At Zay House","LOL , too late , man . """,15.0,0.0,,,
397,SAE,SAE,SAE_SAE,lol ohhh cracking up,", me too , I am still in this fucking hellhole . Are you free ?",8.0,0.0,,,
397,SAE,AAE,SAE_AAE,lol ohhh cracking up,me too iam still in this fucking hell hole you free ! !,8.0,0.0,,,
397,AAE,SAE,AAE_SAE,lml ohhh ctfu,", me too , I am still in this fucking hellhole . Are you free ?",8.0,0.0,,,
397,AAE,AAE,AAE_AAE,lml ohhh ctfu,me too iam still in this fucking hell hole you free ! !,8.0,0.0,,,
398,SAE,SAE,SAE_SAE,"Damn , man . . . I swear it ’ s always something . Feels like I can ’ t",win for losing .,24.0,0.0,,,
398,SAE,AAE,SAE_AAE,"Damn , man . . . I swear it ’ s always something . Feels like I can ’ t",win fa losing,24.0,0.0,,,
398,AAE,SAE,AAE_SAE,Damn man . . I swea itz always summn . . Feel like ah nigga Caint,win for losing .,25.0,0.0,,,
398,AAE,AAE,AAE_AAE,Damn man . . I swea itz always summn . . Feel like ah nigga Caint,win fa losing,25.0,0.0,,,
399,SAE,SAE,SAE_SAE,I have to go,fill out an application for Rent - A - Center . I hope they show me some kindness .,5.0,0.0,,,
399,SAE,AAE,SAE_AAE,I have to go,out ah app fa rent a Center . Hope dem hoes show meh some love,5.0,0.0,,,
399,AAE,SAE,AAE_SAE,Gotta go fill,fill out an application for Rent - A - Center . I hope they show me some kindness .,5.0,0.0,,,
399,AAE,AAE,AAE_AAE,Gotta go fill,out ah app fa rent a Center . Hope dem hoes show meh some love,5.0,0.0,,,
406,SAE,SAE,SAE_SAE,Two birds flew into the house,this week . Please keep my family and me in your prayers .,8.0,0.0,,,
406,AAE,SAE,AAE_SAE,""" two birds flew in the house",this week . Please keep my family and me in your prayers .,9.0,0.0,,,
408,SAE,SAE,SAE_SAE,Wake up to get my money . Taught by,"the best , I ’ m going to work hard for this . It ’ s a process , but my name is Hustle .",12.0,0.0,,,
408,AAE,SAE,AAE_SAE,""" wake up to qet my cake .","the best , I ’ m going to work hard for this . It ’ s a process , but my name is Hustle .",12.0,0.0,,,
409,SAE,SAE,SAE_SAE,One of my followers,"saw my body and all he could say was , "" Damn , how did you get all that ? """,6.0,0.0,,,
409,SAE,AAE,SAE_AAE,One of my followers,body and all he could say is dammmnnn how u get all that,6.0,0.0,,,
409,AAE,SAE,AAE_SAE,Oomf seen my,"saw my body and all he could say was , "" Damn , how did you get all that ? """,6.0,0.0,,,
409,AAE,AAE,AAE_AAE,Oomf seen my,body and all he could say is dammmnnn how u get all that,6.0,0.0,,,
420,SAE,SAE,SAE_SAE,"I don ’ t even think before I make a move , and I never leave the house",without the tool .,19.0,0.0,,,
420,AAE,SAE,AAE_SAE,Ion even think b4 i make a mve n i never leave da house,without the tool .,18.0,0.0,,,
420,AAE,AAE,AAE_AAE,Ion even think b4 i make a mve n i never leave da house,witout da tool,18.0,0.0,,,
422,AAE,SAE,AAE_SAE,Ain savin shyt you know like i know like da wrld knw she,she beat her up .,18.0,0.0,,,
422,AAE,AAE,AAE_AAE,Ain savin shyt you know like i know like da wrld knw she,whooped dat ass,18.0,0.0,,,
423,SAE,SAE,SAE_SAE,I suppose I ' ll finish taking down my braids,first before I decide to do anything else .,12.0,0.0,,,
423,SAE,AAE,SAE_AAE,I suppose I ' ll finish taking down my braids,First Before I Decide To Do Anything Else,12.0,0.0,,,
423,AAE,SAE,AAE_SAE,Guess I ' ll Finish Taking Down My Braids,first before I decide to do anything else .,14.0,0.0,,,
428,SAE,SAE,SAE_SAE,I pay you to put your,thing in my face . # that ' s what she said seriously,7.0,0.0,,,
428,SAE,AAE,SAE_AAE,I pay you to put your,thang in my face # that ' s what she said seriously,7.0,0.0,,,
428,AAE,SAE,AAE_SAE,I pay you to put yo,thing in my face . # that ' s what she said seriously,7.0,0.0,,,
428,AAE,AAE,AAE_AAE,I pay you to put yo,thang in my face # that ' s what she said seriously,7.0,0.0,,,
429,SAE,SAE,SAE_SAE,Cars aren ’ t,"enough anymore , you need a truck for that back seat service ; )",6.0,0.0,,,
429,SAE,AAE,SAE_AAE,Cars aren ’ t,"cut it no more , to need a truck for that back seat service ; ) """,6.0,0.0,,,
429,AAE,SAE,AAE_SAE,""" Cars don ' t","enough anymore , you need a truck for that back seat service ; )",7.0,0.0,,,
431,SAE,AAE,SAE_AAE,"If you treat your girlfriend like the girl you once wanted , maybe she might be",just the one open your eyes,18.0,0.0,,,
431,AAE,SAE,AAE_SAE,If you treat yo girl like that girl you once wanted maybe she might be,the one — open your eyes .,16.0,0.0,,,
431,AAE,AAE,AAE_AAE,If you treat yo girl like that girl you once wanted maybe she might be,just the one open your eyes,16.0,0.0,,,
432,SAE,SAE,SAE_SAE,Fall for someone who,"improves your life in the long run , because just getting it quickly isn ’ t what matters .",5.0,0.0,,,
432,AAE,SAE,AAE_SAE,""" Fall for somebody","improves your life in the long run , because just getting it quickly isn ’ t what matters .",5.0,0.0,,,
448,SAE,SAE,SAE_SAE,Know your place and understand your role when it comes to being,a side woman .,13.0,0.0,,,
448,SAE,AAE,SAE_AAE,Know your place and understand your role when it comes to being,being a side bitch,13.0,0.0,,,
448,AAE,SAE,AAE_SAE,Kno yo position and know your role when it comes to,a side woman .,12.0,0.0,,,
448,AAE,AAE,AAE_AAE,Kno yo position and know your role when it comes to,being a side bitch,12.0,0.0,,,
455,AAE,SAE,AAE_SAE,finally i woke up and smelt the coffee,I understand that two women can ' t share one man .,11.0,0.0,,,
455,AAE,AAE,AAE_AAE,finally i woke up and smelt the coffee,I understand that 2 women cant share 1 man,11.0,0.0,,,
464,SAE,SAE,SAE_SAE,wants to act all,nice ! She must have something planned to get her back .,5.0,0.0,,,
464,SAE,AAE,SAE_AAE,wants to act all,! ! she better have something up her sleeve to get her back,5.0,0.0,,,
464,AAE,SAE,AAE_SAE,wanna be all nice,nice ! She must have something planned to get her back .,6.0,0.0,,,
464,AAE,AAE,AAE_AAE,wanna be all nice,! ! she better have something up her sleeve to get her back,6.0,0.0,,,
465,SAE,SAE,SAE_SAE,St . Bernard will probably,make the process stressful because they didn ’ t want those people in their parish anyway .,6.0,0.0,,,
483,AAE,AAE,AAE_AAE,Next check I get ima double that in,a week dont believe me just watch,10.0,0.0,,,
499,AAE,AAE,AAE_AAE,I ' m always lacking ant nobody going to,do shit on my life silly ass hoes,11.0,0.0,,,
504,SAE,SAE,SAE_SAE,"This is Jojo World ,",bitch . You will get your little ass shot .,7.0,0.0,,,
504,SAE,AAE,SAE_AAE,"This is Jojo World ,",bitch u will get yo lil ass smoked,7.0,0.0,,,
504,AAE,SAE,AAE_SAE,gbek we jojo world,bitch . You will get your little ass shot .,7.0,0.0,,,
504,AAE,AAE,AAE_AAE,gbek we jojo world,bitch u will get yo lil ass smoked,7.0,0.0,,,
505,AAE,SAE,AAE_SAE,had a feeling yo bitch ass was going,"to say something really lame , fake person .",10.0,0.0,,,
538,SAE,SAE,SAE_SAE,"Girl , stop lying .",I was at the door the whole time and I could have given you gas money .,6.0,0.0,,,
539,SAE,SAE,SAE_SAE,I don ’ t like to,"keep people waiting when I text them , that ’ s why I reply quickly .",7.0,0.0,,,
539,SAE,AAE,SAE_AAE,I don ’ t like to,waiting when ii text them that ' s wy ii reply fast < <,7.0,0.0,,,
539,AAE,SAE,AAE_SAE,I hate to keep people,"keep people waiting when I text them , that ’ s why I reply quickly .",6.0,0.0,,,
539,AAE,AAE,AAE_AAE,I hate to keep people,waiting when ii text them that ' s wy ii reply fast < <,6.0,0.0,,,
544,SAE,SAE,SAE_SAE,I wish I could get another,two - hour nap so that I would be more awake .,7.0,0.0,,,
544,SAE,AAE,SAE_AAE,I wish I could get another,another 2 hour nap that way I would b more awake,7.0,0.0,,,
544,AAE,SAE,AAE_SAE,Wish I could get like,two - hour nap so that I would be more awake .,7.0,0.0,,,
544,AAE,AAE,AAE_AAE,Wish I could get like,another 2 hour nap that way I would b more awake,7.0,0.0,,,
547,SAE,SAE,SAE_SAE,"Damn , you better act right and you didn ’ t have",anything to do with it .,14.0,0.0,,,
547,SAE,AAE,SAE_AAE,"Damn , you better act right and you didn ’ t have",nun to do wit it,14.0,0.0,,,
547,AAE,AAE,AAE_AAE,dmn u betta act right nd u Diddent have,nun to do wit it,15.0,0.0,,,
552,SAE,SAE,SAE_SAE,Who said I was,going to do anything wrong ? You might actually enjoy the visit .,5.0,0.0,,,
552,SAE,AAE,SAE_AAE,Who said I was,going to do anything wrong ? You might actually enjoy the visit,5.0,0.0,,,
552,AAE,SAE,AAE_SAE,who said I was,going to do anything wrong ? You might actually enjoy the visit .,5.0,0.0,,,
552,AAE,AAE,AAE_AAE,who said I was,going to do anything wrong ? You might actually enjoy the visit,5.0,0.0,,,
557,SAE,SAE,SAE_SAE,"Lol , it ' s",the first Friday of the new year and I don ' t have to work !,7.0,0.0,,,
557,SAE,AAE,SAE_AAE,"Lol , it ' s",1st Friday of the new year I don ' t have to work !,7.0,0.0,,,
557,AAE,SAE,AAE_SAE,Lolz it ' s the,the first Friday of the new year and I don ' t have to work !,8.0,0.0,,,
557,AAE,AAE,AAE_AAE,Lolz it ' s the,1st Friday of the new year I don ' t have to work !,8.0,0.0,,,
558,SAE,SAE,SAE_SAE,"Wow , thinking about",the situation I used that statement in is making me angry again ! LOL,6.0,0.0,,,
559,SAE,AAE,SAE_AAE,"I got my books for class ! I got my school ID replaced , and now I ' m waiting",on my next class,21.0,0.0,,,
559,AAE,SAE,AAE_SAE,Got my books for class ! Got my school id replaced now I ' m waiting,for my next class .,17.0,0.0,,,
559,AAE,AAE,AAE_AAE,Got my books for class ! Got my school id replaced now I ' m waiting,on my next class,17.0,0.0,,,
561,SAE,AAE,SAE_AAE,"My sociology professor gave us an assignment ,",she must not understand how shy I am !,10.0,0.0,,,
561,AAE,AAE,AAE_AAE,My sociology professor gave us an assignment &,she must not understand how shy I am !,10.0,0.0,,,
576,SAE,SAE,SAE_SAE,""" Oh , alright ,","have you stolen someone ' s girl yet ? Because you know they love those guys from uptown , lol . """,7.0,0.0,,,
576,SAE,AAE,SAE_AAE,""" Oh , alright ,","u steal a nigga girl yet cuz u kno they luv them uptop niggas lol """,7.0,0.0,,,
576,AAE,SAE,AAE_SAE,""" oh ard ,","have you stolen someone ' s girl yet ? Because you know they love those guys from uptown , lol . """,6.0,0.0,,,
576,AAE,AAE,AAE_AAE,""" oh ard ,","u steal a nigga girl yet cuz u kno they luv them uptop niggas lol """,6.0,0.0,,,
577,SAE,SAE,SAE_SAE,"lol cool . Well , regarding food , can",we move it to 7 ? I might be cutting it too close at 6 lol,11.0,0.0,,,
577,SAE,AAE,SAE_AAE,"lol cool . Well , regarding food , can",can be pushed at 7 ? I may cut 6 too close lol,11.0,0.0,,,
577,AAE,SAE,AAE_SAE,lol cool . Well now food wise,we move it to 7 ? I might be cutting it too close at 6 lol,9.0,0.0,,,
