aae_text,distilbert_score,vader_score,textblob_score
Love is truly blind....Sooner or later U figure that out. Ladies... Happiness might not have  six pack abs and Fellas..it might wear a wig.,-0.9962762594223022,0.8934,0.39999999999999997
Obstacles bring you closer to God. Now....see why they're necessary?? JUST REMEMBER: Your Best Is Yet To Come.,0.9981520771980286,0.6199,0.31666666666666665
Funny Statistic....Twitter activity is down 40% on Legal Holidays when Gov offices are shut down..WOW! Says alot about what yall do all day!,-0.5610439777374268,0.7639,0.13564814814814816
Today was a Great Day to be an American! And to be African-American just added more meaning to the occasions. #ProudBlackMan,0.9984101057052612,0.6588,0.43333333333333335
Anyone that left their animal outside tonight should be made to go out there with them. #CruelPeople,-0.9970942735671997,0.0,0.0
#ThirdShift....Bring it on! We ain't Scurd! Snow??? We laugh at Snow!! **in my quiet punk voice** {{Please Baby Jesus...Not Tonight}} LOL!!,0.9923198819160461,0.903,0.4895833333333333
#RealLife.....Somethings are learned and don't come with a scripture. ((That one is for the Saints)),-0.9916042685508728,0.0,0.0
Im so faded my nigga im bout to disappear in this bitch.. Like poof! Der go my roof... Pow! Der go my hamma,-0.9994770884513855,-0.5837,0.0
I got a headache rite... I drunk some frozen koolaid real fast rite... Got brainfreeze.... Headache gone.... Boom!,-0.9988343119621277,-0.4003,-0.06249999999999997
My whole life was a battle..... I made moves wit horses.. No saddle... Jus raddle,0.5663125514984131,-0.5859,0.2
I strive for da gold...  And pic my own shit. Move bricks ill break and go pitch da whole load,-0.9968249797821045,-0.7506,0.024999999999999994
Do I herr my g code..... .. Unless u not blessd to undastand ima man dat got stuck up in dis mess..,-0.9996165037155151,-0.5423,-0.175
I love yhu sorya & I want yhu to know yhu do got a friend& im here for yhu nmw on some friend type shit I dont wany to see nothing happend,0.8399882912635803,0.8074,0.15
"""   Was that suppose to be a joke, NOT FUNNY! Better luck next time :-)""",-0.9997454285621643,-0.7119,0.2109375
Relationships r wut u make it so dont be such a bitch about thing and relationships will last longer.,-0.9912643432617188,-0.5859,0.0
next time I'm in JA I guess unless you're planning a trip to NYC in the near future?!,-0.9916627407073975,0.0,0.03333333333333333
soon.! Mite hav that hook up for yo ass lol...bt yu jus make sure yu call me n we go talk about this .,-0.9682969450950623,-0.3595,0.5
look around 2:13 a.m Myself jumped up and was like self!? Itold myself huh? Myself sed.bitch yu 4gt to call ai.! myself sed damn!,-0.9982535243034363,-0.3476,0.0
I love yu lol i am after class..bt fina txt yu now cus I jus gt slick pissed.  .,-0.8855582475662231,0.5994,0.35000000000000003
right I need to cheer up because he's in a better place and people blaming honey cocaine,-0.8258892893791199,0.4588,0.39285714285714285
ha ha ha pretty much that 97-2002 class was real smooth from every school,0.9987761378288269,0.8555,0.35000000000000003
after school traffic at washington went down also soon as it got hot in the school year nigga left tech early to get to washington,-0.9983147382736206,0.0,0.048611111111111105
chicks would be scared to holla after the basketball games but would find a niga on blackplanet and get at me all the time lol lol,-0.9725156426429749,0.7543,0.8
is too funny this nigga changed his name to his bp name lol lol lol,-0.9535090923309326,0.8834,0.6625000000000001
yall sure did and we had a couple also i wanna thank the locker room at jackie robinson for letting me get head and fingerin game,0.9991555213928223,0.5859,0.04999999999999999
i thought yall school had a sex scandal from all those nuns being in the same place with no penis around,-0.9975702166557312,-0.6249,0.0
its gonna be alot of headlights on this cold am the big nipples are out,-0.9952462315559387,0.0,-0.3
"""You don't mess with the Juice!n I gave you silk suits, blue diamonds and gucci handbags.n I gave you things you couldn't even pronounce!""",0.9933870434761047,0.4007,-0.0875
wheres is the jayer  at with her goofy ass i saw her begging for change in the middle of the grand ave mall the other day ha,-0.9974741339683533,0.2263,0.21875
Word of advice if its real cold dont let nobody use ya jacket trynna b a gentlemen you gon get the flu,-0.9948245286941528,-0.3818,-0.8999999999999999
"""It's freezing cold in my house but my mom still expects me to get up and put all these clothes away , hmm idk about it""",-0.9987002611160278,-0.2023,-0.6
only the last half hour.. Bout to watch the beginning. But this headache is stopping me.,-0.9960386753082275,-0.2263,-0.05555555555555555
So she just outed him to his wife cause he didn't give her the job. Smh.,-0.9988788962364197,-0.3182,0.0
She ain't gonna see anything unless I @ her cause she is a lil on the nice side.,0.9948316812515259,0.4215,0.6
Reconnecting with someone you've know for years that you have seen for a really long time... Priceless!,0.9995050430297852,0.0,0.475
Damn. Checks bank account. I think I'll pay my bills and stay my ass in Philly instead.,-0.9984519481658936,-0.765,0.0
Exactly why I need a change... Not being able to do what you want when you want it sucks!,-0.9996484518051147,-0.2942,0.125
When people email you instead of texting or calling that means they shouldn't be talking to you in the first place.,-0.9979782700538635,0.0,0.25
So at 2PM I was super tired. Now at almost 1AM my body is like naw it aint time to sleep yet. Wtf??,-0.9976904392242432,-0.168,-0.18888888888888888
But then my alarm is gonna go off at 5:30 and I'm not gonna wanna get up,-0.9974827170372009,-0.4767,0.0
I guess I need to lightly toast this bread so I can make a sandwich. Cause using the microwave proved to be a failure,-0.9998036026954651,-0.5106,0.04166666666666666
I can see working with dude will guarantee me out of work late every time.,0.9894700050354004,0.25,-0.3
Finding this new thing to be quite interesting. I should have some fun with this...,0.9995020627975464,0.7425,0.3121212121212121
Can't believe I came home at 4 and sat around in my jeans until just now. That's a first.,0.9980515241622925,0.0,0.25
gotta find out if the folks still going down or not. But I'm going back when the boy gets outta school.,-0.9790247082710266,0.0,-0.07777777777777779
I can't treat but if you find a friend makes sure he has another.,0.9920559525489807,0.7664,0.5
I swear I'm gonna go to sleep and its gonna feel like I gotta get right back up.,-0.9982724189758301,0.3182,0.14285714285714285
As soon as I stop caring... Here you come.. Leave me in my friend zone! I'm cool there.,0.9996949434280396,0.7644,0.35
Last Tuesday I forgot my meds at home. This Tuesday will probably be no different.,-0.9992864727973938,-0.296,0.0
"""If I ever say I think I'm from southwest please proceed to smack the sh*t outta me!""",-0.9961375594139099,0.3802,0.0
"""Somebody ask me where you from.. My first answer is Philly. They wanna know where in Philly and Imma tell em. But if I say I think.....""",-0.9977879524230957,0.0,0.25
Hardest I've ever worked In one day in 4.5 years. I still don't like the job tho.,-0.995406985282898,-0.2755,0.0
Females are the pettiest people.. I see why mfs don't like havin none or too many as friends..,-0.9912264943122864,-0.0798,0.5
She didn't leave you for making too many mistakes she left because you made the same mistakes too many times..,-0.9647587537765503,-0.593,0.25
Lol dumb ass  if I say half the girls I fucked or saw naked I fuck yo life up,-0.9991273283958435,-0.9169,-0.1236111111111111
I don't get girls they try there hardest to fuck with a nigga who might have there back or might look out for you cause he talk that cash,-0.9949723482131958,-0.5423,-0.2
Smh what are you gone dick suck let me guess whatever team that's winning Smh where are the true fans,-0.9826182126998901,-0.5574,0.425
I hate people that just swear they be mad all the time bitch smoke some weed and be happy,-0.9909741282463074,-0.802,-0.20833333333333334
Girls like girls boys like boys it don't matter to me just don't fake it you are who you are,0.9951303005218506,0.7565,-0.5
Damn that way I miss girl cuz I know she would drink with and blow that loud.,-0.9692047834396362,-0.5106,0.1
I'm so use to the past I don't know if I can take what's happening now,-0.9947547912597656,0.0,-0.25
I try fuck with one girl but she keep swearing u fuck with other girls,-0.9969685673713684,-0.8591,-0.30833333333333335
Sometimes ii Feel ii talk Da Most Shit..Bt Den ii B Like..Who Da Fukk Gone Check Me..??,-0.9971659779548645,0.0,0.5
Bitches give Dey self a reason too hate Me..Hell Y not jus Make it 2.!,-0.9994679093360901,-0.8356,-1.0
Everybody walking around wanna B Bad...But wen it Aww Boils Down Dese Bitches ain't Bad after aww.!,0.9215285181999207,-0.3274,-0.04513888888888887
You Can't B happy having So Much hatred in Yo life#Some Shit ain't gone turn out right.!,-0.9912624359130859,-0.9075,0.28928571428571426
Mii nose Making Me Mad af I swear..It's aww Stopped up in Shit..Fucking With me..A nigga Can't Fuckin Breath fr,-0.9982115030288696,-0.6249,-0.1625
Can't wait for duflocka rant 2 shit gonna be hard ass fuck like tht metal jacket2,-0.9981114864349365,-0.8979,-0.2972222222222222
: Inside my mind couldn't find a place to rest. Until I got that Thug Life tatted on my chest. Tupac,-0.9924719333648682,0.0,0.0
Finna watch this movie and wait for the bae to finish getting his hair done,-0.9943439960479736,0.0,0.0
""": Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""",-0.9658235311508179,-0.6771,0.0
My bae gone tell me nt to wear my favorite color fuck kinda drugs he smoking,-0.9956904053688049,-0.128,0.04999999999999999
Your  Welcome Love. Seen Your Videos Too You &  Make A Dope Team. Juss Saying,0.9993665814399719,0.802,0.65
I hope my momma go take me to get a tattoo soon like she said,0.9929137229919434,0.6597,0.0
how you gone tell me to dm you but you dont dm back -_-,-0.9925383925437927,0.0,0.0
you and   should be asleep you guys have class tomorrow n it's almost 2:00! Shame on yall,-0.9989070892333984,-0.479,0.0
sorry it won't happen again bae lov u u my world I dnt wanna lose u,-0.9964048862457275,-0.4588,-0.5
Boi me an my gf broke up smh. Now i need a friend 2 talk 2,-0.976434588432312,-0.2263,0.0
One thing about me ill never tell nobody nun wrong because I then already been there & learnt from it!,-0.9041249752044678,-0.7345,-0.5625
""": Wherever you go, no matter what the weather, always bring your own sunshine. - Anthony J. D'Angelo""",0.9982781410217285,0.4812,0.6
Dat shyt gone put me rite bak ta sleep n dats wastin it .... nvm,-0.9978048205375671,0.0,0.0
Now dat I left school my attitude is now a good one n# thank god,0.9972568154335022,0.7579,0.35
...... Cuz ma mom aint pay da bill n I had money for it n dis rump-a-skunk sid spend it so I bought other shyt wit it -_-,-0.996570348739624,0.0762,-0.125
""" Lol  , You Coulda Looked Over It & Act Like Yeen C It . & Terry Want Yo # .""",-0.8677504658699036,0.6808,0.8
Stfu  .  You Know I Fwu 103 TouGh  ( : You MY Nigga Foo '  .,-0.998062789440155,-0.128,-0.3888888888888889
"""I Love My Team  ,  We All That Get Money Shit . Fucc That Hot Shit  .""",-0.9261023998260498,-0.4588,0.08750000000000001
"""Lol  ,  Lelani Is NOT Finna Blow My High   !   With Her Stupid Ass   .""",-0.9958140254020691,-0.6588,0.0666666666666667
""" Lol   ,  Im High Bitch I Thought I Asked . Damn Hoe , Excuse The Weed   .""",-0.9987916350364685,-0.5267,0.30333333333333334
"""In Memphis Its A Bunch of Hoes , Broke Niggas , & Bullshit  .  Thats Why I Gotta Get Tf Away From Here  .""",-0.9979878664016724,-0.8402,0.0
"""I Need To Learn How To Control My Temper  ,  Ima Real Ass Hothead  .""",-0.9981741905212402,-0.743,0.2
"""Idgaf Who You Is , Young or Old , Ima Say Whatever I Got To Say !""",-0.9919680953025818,0.0,0.1125
I wanna scream and shout and let it all outtt and scream and shout and let it out we sayin' ohhhweeee oh we oh we ohhhhh!,-0.9496974349021912,-0.69,0.0
"""Not sure if it's your pride that's too high or if this is really you, but damn.""",-0.9857126474380493,-0.5757,0.036666666666666674
""" I KNOW YOU NOT ARGUING ON THIS SOCIAL NETWORK, which is what these Mfs wanna see?""",-0.9862508773803711,0.4629,0.03333333333333333
"""im chilling until later, cause my bed & i taking care of some unfinished business !""",-0.9562152624130249,0.5255,-0.25
Not goin to sleep til she wake dat ass up and call me so until then..... #teamupalldamnnight!!!,-0.9542704820632935,-0.6571,0.0
If ian give #oomf that money to hold I'll be shit outta luck and broke af!!,-0.9987764954566956,-0.6103,-0.3125
Not feelin good and Tyiah just low key pissed me tf off for the day!!,-0.9997510313987732,-0.8515,0.2333333333333333
I came just to get my hair did ... but ha girl made it ha business to be there Smh....,0.9380843043327332,0.5023,0.0
Aye tell ya girl she gone have to step ha game up. :) ..... and yess this one for u too!!,0.9881049394607544,0.717,0.190625
The fact that she ain't even try to call or text me since I hung up ..... cool!,0.9502348899841309,0.3802,0.4375
lmao man u really need to grammar check your tweets you sound dumb ass fuck!,-0.9992955923080444,-0.7712,0.06500000000000003
"""Bitchhhhhhh , Who Tf You Think You Is. This Bitch Just Walked Upstairs. O_O Where They Do That At?""",-0.9989295601844788,-0.7739,0.05
""" I Know That's Why I Said It , Lol But One Day Ima Get You HIGH ! #BelieveThat""",0.9956207871437073,0.2942,0.5
: God wouldn't put u through nothing u cant handle. What dont kill u makes u stronger!,0.6234649419784546,0.8285,0.0
""" You Already Know I'm Gone Be On Cloud 3,000 When I Go Up In There.""",-0.5365060567855835,0.0,0.0
I Just Been Chilling. Can't Wait Till Spring Break Or Summer So I Can See All Y'all.,0.9956764578819275,-0.0258,-0.5
You Think I Don't Be Ducking Below Them Windows. I Value My Life !,0.9997665286064148,0.4003,0.0
If anybody got a probelm W/ Steffanie Keep it 1Hunna & let it be KNOWN !,-0.9985914826393127,0.0,0.0
""" Nahh , I Wanted To ... But Too Many People Were Around So I Had To Thug It Out.""",-0.9994662404060364,0.0,0.5
Anybody Who Knows Me Should Know That I'm One Of The Nicest People You'll Ever Meet ................Unless I Don't Like You.,0.9993627667427063,0.2709,0.0
I Wanna Let You Know How I REALLY Feel ; But My Pride Won't Let Me.,0.9965477585792542,0.4767,0.2
""" : Price Tag On yo Head , Leave you laying where ya stand ! """,-0.9855809807777405,-0.126,0.0
: When I Tell You I Love You That Shit Be True To Me !,0.992493212223053,0.5707,0.24583333333333335
Beef is wen you make mistakes less burgers wit your niggas more steak with snakes,-0.997431218624115,-0.5994,0.16666666666666669
I think we can all agree that the real winner in this Te'o fiasco is Catfish,-0.9918680787086487,0.4588,0.2
I probably didn't put a lot of mrs Myra's BBQ sauce on my chicken tonight,-0.9994459748268127,0.0,-0.6
Don't feel bad about this loss. This is what state is supposed to do. Glad to see some fight in the heels late,0.9968180656433105,0.2382,-0.1666666666666666
Aweee True Imma Be There All Week Next Week! Though They Goofy Ass Suspended Me Lol Imma Be Good Next Week,0.9673523902893066,0.2942,0.3916666666666666
i'm goin somewhere @ 12 Imma get chyna to come get you when I'm done,0.9909890294075012,0.0,0.0
I dny hav a msg unless u tlkn bout on meet me bt idc fuck u go bk ta dat btc bye,-0.9968008995056152,-0.5423,-0.4
The World Iz Urz Young Nigga What U Gonna Do Wit It Watch It Make It Work,0.9978604912757874,0.0,0.1
I Phuck Wit Alley Lano Nigga East Baltimore Latrobe Dat Aint All Our Projects Thoe,-0.9901185631752014,0.0,0.0
Rappers Talkin Trappin Never Seen Ah Hunna Mill If U Audamear aint 100 den ya shit aint real b gone bitch whoop meek Voice Ball2More City,-0.9889910221099854,-0.8126,0.0
Love Chi Town Yall Gotta Chill On Da Killin Make It Work Yo Gotti Voize Dats Why Im Dolo Ball2More Love Thoe Everybody N Da Chi,0.9977957010269165,0.8555,0.5
Hatin AintN Gon Get U Now Were But NA Box Stay Lo Shushh Mob Secrets,-0.9835838675498962,0.0,0.0
U Aint Lying Ghost Shit Killin Me Lion Pride Im listenind 2Dis 4Da Rest of Life,-0.9805377125740051,0.8427,-0.2
If yu my nigga u my nigga then.! I shole dont need no new friend nigga where uu been nigga,-0.9948354959487915,-0.2575,-0.06818181818181818
HEARD HE FUCKED DA SHYT OUTTA HA O'WELL SHYT ION CARE AINT MY BITCH I HATE HA ASS,-0.9930006265640259,-0.367,-0.7
I need to cuddle wit a girl she at ha gma crib BUT FINNA GO BACK TO SLEEP,-0.9992654919624329,0.1779,0.0
OBN I go hard fa my squad SQUADDDDDDDDDD IIIIIIGGGGGHHHHTTTT 039 SHYT FUCK DA OPPS FUCK LAWLESS DEM FUCK NIGGAS DIE L'S FUCK CESS,-0.9988307356834412,-0.9801,-0.3783333333333333
cause I kno iima be up all nitw e but inna mornin ima be real sleepy,-0.996968686580658,0.0,0.2
RAGENE STOP TWEETIN ME MAN YO ASS MAD CAUSE ION WNT U I MOVED ON BYE STOP TALKIN TO ME WE AINT GOT SHYT ELSE TO SAY,-0.9905051589012146,-0.8779,-0.625
LOL ion wnt ha to wea noo panties 2ma wen she cum ova onna real,-0.9884614944458008,0.7125,0.5
""": Ion Trust People .. I Think ANYBODY ah Set Me Up ! TRUU SHYT #TRUSTNONE""",0.7367632985115051,0.5562,0.0
Folks Dont Know What Keeping They Word Is Anymore That's Why My Trust Fucked! But I'll Die To Keep My Word..,-0.997645914554596,-0.8016,-0.75
Some Muh Fuggas Expect For Females To Suck Some Dick Or Some For All That I Guess.. In That Case I'll Never Go On A Date LMMFAO,-0.9964044094085693,-0.7351,0.0
Ask me to come see you at a game and don't even fuckin talk to me #wtf,-0.9976747632026672,-0.5859,-0.45
I luhv bad bytches dats my fkkn problem n yea i like to fkk i gotta fkkn problem,-0.9976786971092224,-0.7506,-0.6999999999999998
Aww the head manager for West Orange BK called me and thanked me for working there... && said he want me to work there in the summer ..,0.9967356324195862,0.4939,0.3
mmm hmmmm datz wat it sound like ta me..my bby godmama kant be into dat lol,-0.9882932901382446,0.6486,0.6000000000000001
i was thinking about going down to the mall on Monday since I'm off....idk tho,-0.9929089546203613,0.0,-0.15555555555555559
i know it do..i remember the last time i went..i constantly fell down..i thought i was gonna break my ankle in the process lol,-0.9981780052185059,0.4215,0.26666666666666666
you see they pot him in conf. championship gamer and he made to big catches,0.9840139746665955,0.4404,0.0
Thank you Lord for waking me up this morning ...please give me the strength cuz these ppl irking my nerves,0.9988157749176025,0.765,0.0
I wonder how many males can lay with a female all night and not hit,-0.8172190189361572,0.0,0.25
You know the sex is good when it always feels like the first time again.,0.9996845722198486,0.6597,0.475
I'm doing pretty good of not talking to my mom.... its been 2 days I think... HARDCORE,-0.9858177304267883,0.7269,0.475
Celtics lost to the Bulls now 20-19 on the season. Just take it one game at a time for number #oomf !!!,0.9701104164123535,-0.4359,-0.78125
Chief Keef Is 17 Years Old. His Baby Mama Is In The 8th Grade. & He Is Currently In Juvi For Violating Probation. This Is Yalls Role Model?,-0.9898746013641357,-0.5423,0.0
Future is the new T-Pain. He sounds good doing the chorus but not so sure about the whole song.,-0.9961087107658386,-0.3094,0.30727272727272725
I have so much to do today but my first priority this morning was to spend time with my lil mama.,0.7224728465080261,0.0,0.225
"""Lol just called my babe to tell him that ima go to the army, we're gonna get married and be together forever""",0.987773597240448,0.4215,0.525
"""Think ima go get my hair braided! I'm taking one weekend off, just me and him""",-0.9939525723457336,0.0,0.0
Something's are meant not to be said && I was about to say something but I'm not,-0.9925615191459656,0.0,0.0
"""I know he see me tweeting this, and it's the truth. If it wasn't for him, I wouldn't love again""",0.890572726726532,-0.2658,0.5
My aunt is looney tho... ion know why she thinking I'm pregnant!  I gotta go,-0.9696911573410034,0.0,0.41666666666666663
"""Wish I was with my babe. But overall,  o enjoy my day with the co-workers""",0.9993804693222046,0.7311,0.2
"""Me and your son has something special going on .. Don't try to fuck it up, or get fucked""",0.9959968328475952,0.0387,-0.21428571428571427
yes yes.... But now that I work I get my own. Ima have a couple of kids do he can spoil em,0.9925408363342285,0.4019,0.6
It seems like Everybody child calling me aunt Kisha or they thinking I'm their big sister who don't gives two fucks about em lol,-0.9987615346908569,0.7817,0.4
"""I'm not rushing it, I'm just ready to get that shit outta the way ...""",-0.6561852693557739,-0.2732,0.0
"""Don't nobody like drama but his pussy ass... It's all good, I only have a couple of months left""",0.9957485795021057,-0.3517,0.2333333333333333
""" Hoes Please Don't Tagg Me Now , Yoo Wasn't A Few Seconds Ago , Got Niggas Fighting Yoo Battles You Still The Same Scary Ass Bitch""",-0.993749737739563,-0.9403,-0.2333333333333333
I like him too much to stop buht I LOVE him way too much to keep goin I think I kno wat I gotta do,-0.9289321899414062,0.7378,0.3
Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!,-0.9910448789596558,-0.7088,-0.15625
TWITTER : GET'S #HORNY AROUND 3&4 IT'S LIKE A #HOTLINE BUT ONLY ON YAH (((( TL))))),-0.9962332844734192,0.277,0.0
I understand dat don't write me a SA lmao but if u invited her u paying!  did this happen to u?,-0.9971153736114502,0.4102,0.75
""" OMG my sister  lol this girl man!  I love being around her she makes me Happy which is rare! She's a keeper""",0.9998018145561218,0.9059,0.66875
"""You changed my whole liiiffffeee don't know what u doin to me with your love, I'm feeling all super human you did this to me!""",0.9806021451950073,0.8718,0.2583333333333333
i knw yu do hear em squeeze wat yu gne fuk nd suck him up t2,-0.9695399403572083,-0.4404,0.0
"""Lhh, idk I told aaliyah you was just playing & she said oh well sabrina know now ,""",0.9346023797988892,0.3612,0.0
It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel,-0.9946756362915039,-0.25,-0.375
damn I thought me and you were better than this I thought u liked me,0.9959671497344971,0.4588,0.55
You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.,-0.9579010605812073,0.2057,-0.15
So wen they lose in the super bowl where ya dickeater gonna b at den ?,-0.9953012466430664,0.235,0.3333333333333333
yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back,-0.8939902186393738,0.0,0.0
God forgive me for the sins i did and the i will do in the future,-0.9768742918968201,0.0516,0.0
Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu,-0.99676513671875,-0.9349,-0.4
"""Life is fair - made up of millions of moments - most of themrglorious.-Douglas Holzmeier""",0.9985135197639465,0.3182,0.6
"""My room is not messy , it is an obstacle course designed to keep me fit .""",0.9948083758354187,0.2755,0.25
Mfs kill me when they say im thick as FUCK come on now I ain't that thick,-0.998472273349762,-0.873,-0.3333333333333333
It ain't nothing like the first time im tryna tell u I can blow ya mind,0.9827775955200195,0.2075,0.25
I did u wrong u did me wrong ill take u back u take me back,-0.997469425201416,-0.8402,-0.3
Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury,-0.9946234226226807,0.25,0.3444444444444444
"""I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING""",-0.9980906844139099,-0.85,-0.6
I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...,-0.9959801435470581,0.0772,0.0
"""Letting  the one come to me. I'm not waiting for nobody at this point""",-0.5912906527519226,0.0,0.0
he done the shit all of his career. Why stop now? It obviously worked out aiight for him,-0.9978606104850769,0.4215,-0.1
yall mess with my big brutha imma have yall sleeping with the fishes !,-0.9996618032455444,-0.4199,-0.0875
i lowkey miss my State friends . get to see them next week so its cool !,0.9910552501678467,0.6565,0.21875
suppose to be having lunch with oomf but idk if imma wake up in time .,-0.9908519387245178,-0.1531,0.0
"""i spoke to  today . he looked at me like who df is youu? lol""",0.8609822988510132,0.6486,0.8
"""lmao ! hey LaQuanda , i got 4 people on hold but i can talk !""",0.9974709749221802,0.465,0.9375
am i the only one that wanna relationship where we can fuck all night til things get right ? ijs,-0.9302451014518738,-0.4215,-0.038095238095238106
why do i feel like this classroom is set up like some final destination type shit ? lol,-0.9997755885124207,0.4939,0.20000000000000004
hot ass room + walking everywhere + no fast food = one FINE ass taylor :),-0.9938138723373413,-0.5672,0.26666666666666666
am i a fool for youu ? or is there a force behind my actions ?,-0.9989840388298035,-0.504,-0.4
all unanswered questions that can be solved by one night .. one night we will never get .,-0.9976475834846497,0.2732,-0.1
im not walking my ass back to abernathy . i refuse . yall can have that .,-0.9871402382850647,0.1655,0.0
done packing . finna watch the tv looky box til i get that call in the morning saying we in the way .,-0.9890658855438232,0.0,0.0
""": : i need a valentine . I will be your valentine!!// yay !!!! :)""",0.9352648854255676,0.6776,0.5
"""I can't see em coming down my eye, so I gotta make the song cry""",-0.9967330694198608,-0.4767,-0.15555555555555559
"""Its like as soon I cum,I come to my senses. I would say these hoes names then I would be snitching""",-0.8868893980979919,0.3612,0.0
The feeling of knowing that you don't have to wake up in the morning >>>>,0.9978565573692322,0.128,0.0
I don't catch sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol,-0.9948508143424988,0.1531,0.1736111111111111
I met that girl I had to spoil her cause that girl she so #loyal,0.9792309999465942,0.6113,0.3333333333333333
Its funny how my name always in your mouth but your name doesn't cross my mind,-0.9865368604660034,0.2382,0.125
Really bout to blow this nigga phone up and tell him what's on my mind!,-0.9909713268280029,0.0,0.25
I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic,-0.9970417618751526,-0.9575,-0.5375000000000001
Yu always gotta have ah bitch that got yo back if yu dnt yu aint shit,-0.9983141422271729,-0.2206,-0.1
Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around (just words spoken),-0.9803394675254822,-0.6752,-0.4
"""& then they play  tuff tony  but whole time cant fight like bitch sit down & shutup""",-0.9932002425193787,0.7113,0.022222222222222213
